videovalidate,failedcount,lendercount,firstsuccessborrowtime,owingamount,creditcode,creditvalidate,amounttoreceive,successcount,overduelesscount,remainfunding,graduateschool,listingid,lastbidtime,normalcount,certificatevalidate,fistbidtime,borrowname,deadlinetimeorremindtimestr,overduemorecount,studystyle,owingprincipal,currentrate,wastecount,gender,age,months,registertime,cancelcount,amount,phonevalidate,educatevalidate,nciicidentitycheck,auditingtime,educationdegree
0,0,22,,0,AA,0,0,0,0,5925.0000,华南师范大学,41610694,2017-04-08T23:38:29.997,0,1,2017-04-08T23:01:09.02,pdu1470346706,19天23时06分,0,普通,0,10,0,2,32,3,2017-03-29T14:19:27,0,9500.0000,1,0,0,2000-01-01T00:00:00,本科
0,0,51,,0,B,0,0,0,0,5105.0000,,41613974,2017-04-08T23:38:21.323,0,0,2017-04-08T23:32:01.323,pdu7562211740,19天23时44分,0,,0,18,1,2,25,12,2016-10-03T16:09:15,0,8500.0000,1,0,0,2000-01-01T00:00:00,
0,0,33,,0,AA,0,0,0,0,7225.0000,,41608791,2017-04-08T23:38:30.157,0,0,2017-04-08T22:41:47.017,pdu4342134400,19天22时46分,0,,0,10,0,2,25,3,2017-04-01T17:10:16,0,10500.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,9149.0000,,41613378,2017-04-08T23:37:45.727,0,0,2017-04-08T23:22:03.753,pdu7346281877,19天23时35分,0,,0,10,0,2,22,3,2017-04-08T23:03:24,0,9500.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,8250.0000,,41613053,2017-04-08T23:37:56.043,0,0,2017-04-08T23:21:51.087,pdu4164257174,19天23时30分,0,,0,10,0,2,25,3,2017-03-30T14:43:22,0,8500.0000,1,0,0,2000-01-01T00:00:00,
0,0,40,,0,AA,0,0,0,0,4075.0000,,41607290,2017-04-08T23:38:40.57,0,0,2017-04-08T22:22:14.927,pdu4562686657,19天22时29分,0,,0,10,0,1,29,3,2017-04-07T13:18:50,0,7000.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,4500.0000,,41611827,,0,0,,pdu7516407556,19天23时17分,0,,0,10,0,1,28,3,2017-04-08T21:56:37,0,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,5500.0000,,41613771,,0,0,,pdu5511453374,19天23时41分,0,,0,10,0,2,31,3,2017-04-08T15:59:05,0,5500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,3116.0000,,41610257,2017-04-08T23:28:14.967,0,0,2017-04-08T23:11:05.74,pdu3634704345,19天23时00分,0,,0,10,0,2,21,3,2017-04-08T22:01:24,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2616.0000,,41609976,2017-04-08T23:28:18.503,0,0,2017-04-08T23:11:05.36,pdu5222812438,19天22时57分,0,,0,10,0,1,26,3,2017-04-03T02:55:13,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2616.0000,,41609988,2017-04-08T23:28:19.84,0,0,2017-04-08T23:11:05.533,pdu1733556220,19天22时57分,0,,0,10,0,1,27,3,2017-04-04T22:33:46,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,56,,0,AA,0,0,0,0,188.0000,,41608152,2017-04-08T23:38:42.857,0,0,2017-04-08T22:31:24.897,pdu0571034576,19天22时39分,0,,0,10,0,1,21,3,2017-03-15T01:18:52,0,4750.0000,1,0,0,2000-01-01T00:00:00,
0,0,10,2017-04-03T05:50:35.367,800.0000,AA,0,0,1,0,3676.0000,,41612053,2017-04-08T23:38:37.923,1,0,2017-04-08T23:11:31.463,pdu6626722074,19天23时20分,0,,800.0000,10,0,1,25,3,2017-02-23T02:51:12,0,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,4350.0000,,41613211,2017-04-08T23:28:22.167,0,0,2017-04-08T23:21:51.913,pdu6373662257,19天23时32分,0,,0,10,0,1,20,3,2017-03-03T12:39:34,0,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,4100.0000,,41613174,2017-04-08T23:28:22.977,0,0,2017-04-08T23:21:52.7,pdu2525588501,19天23时32分,0,,0,10,0,2,21,3,2016-10-06T15:05:19,0,4250.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,1850.0000,,41611625,2017-04-08T23:28:23.82,0,0,2017-04-08T23:21:31.107,pdu0658218111,19天23时14分,0,,0,10,0,2,42,3,2017-04-08T22:11:43,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,3166.0000,,41612101,2017-04-08T23:28:24.603,0,0,2017-04-08T23:11:33.823,pdu8784731360,19天23时21分,0,,0,10,0,1,20,3,2017-04-08T22:48:02,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2616.0000,,41612379,2017-04-08T23:28:25.407,0,0,2017-04-08T23:20:13.657,pdu7354144468,19天23时25分,0,,0,10,0,1,30,3,2017-04-08T22:12:07,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,3350.0000,,41613274,2017-04-08T23:28:27.163,0,0,2017-04-08T23:21:53.46,pdu7436868116,19天23时33分,0,,0,10,0,1,32,3,2017-03-02T12:36:00,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,800.0000,,41611077,2017-04-08T23:38:41.39,0,0,2017-04-08T23:21:31.827,pdu8141746506,19天23时08分,0,,0,10,0,1,23,3,2016-05-14T08:02:55,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,3000.0000,,41613756,,0,0,,pdu48667850,19天23时41分,0,,0,10,0,1,26,3,2015-09-29T06:56:25,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,2600.0000,,41611361,2017-04-08T23:28:29.717,0,0,2017-04-08T23:02:35.85,pdu4207652284,19天23时10分,0,,0,10,0,1,30,3,2017-03-27T16:50:14,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,2950.0000,,41613725,2017-04-08T23:30:34.85,0,0,2017-04-08T23:30:34.85,pdu3702781714,19天23时40分,0,,0,10,0,1,26,3,2017-04-08T11:48:22,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,2645.0000,,41613572,2017-04-08T23:32:05.173,0,0,2017-04-08T23:30:35.943,pdu2632686857,19天23时37分,0,,0,10,0,1,20,3,2016-06-29T08:11:23,0,2750.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,800.0000,,41611389,2017-04-08T23:38:42.17,0,0,2017-04-08T23:21:32.517,rong7121358,19天23时11分,0,,0,10,0,1,27,3,2014-12-31T02:46:00,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,950.0000,,41612081,2017-04-08T23:30:20.09,0,0,2017-04-08T23:30:20.09,pdu0621476003,19天23时20分,0,,0,10,0,1,34,3,2016-03-10T17:23:37,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,1000.0000,,41612208,,0,0,,pdu7721670728,19天23时22分,0,,0,10,0,1,23,3,2016-10-03T18:49:21,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2616.0000,,41612269,2017-04-08T23:28:31.33,0,0,2017-04-08T23:11:43.56,pdu3601240746,19天23时23分,0,,0,10,0,2,28,3,2017-02-06T02:32:41,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,2066.0000,,41612095,2017-04-08T23:38:40.04,0,0,2017-04-08T23:11:33.623,pdu2384202203,19天23时21分,0,,0,10,0,1,26,3,2016-12-23T16:04:30,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,2017-03-28T18:54:44.49,1000.0000,AA,0,0,1,0,2400.0000,,41613073,2017-04-08T23:24:53.42,1,0,2017-04-08T23:21:23.39,pdu7550582154,19天23时30分,0,,1000.0000,10,0,1,36,3,2016-12-15T22:54:21,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,900.0000,,41611721,2017-04-08T23:24:41.92,0,0,2017-04-08T23:21:33.343,pdu5262117148,19天23时15分,0,,0,10,1,1,24,3,2016-11-23T23:27:09,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,2017-03-27T13:56:14.35,1000.0000,AA,0,0,2,0,1850.0000,,41612520,2017-04-08T23:36:53.697,3,0,2017-04-08T23:21:43.68,pdu7235560044,19天23时27分,0,,1000.0000,10,0,2,21,3,2017-03-27T13:25:35,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,2400.0000,,41613225,2017-04-08T23:24:54.493,0,0,2017-04-08T23:21:54.47,pdu6711654886,19天23时32分,0,,0,10,0,1,23,3,2017-02-26T21:19:05,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,2950.0000,,41614162,2017-04-08T23:30:42.533,0,0,2017-04-08T23:30:42.533,pdu2555446783,19天23时46分,0,,0,10,1,1,24,3,2016-06-10T14:13:08,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1500.0000,,41610660,2017-04-08T23:38:44.557,0,0,2017-04-08T23:02:38.19,pdu6205618145,19天23时06分,0,,0,10,0,1,25,3,2017-04-07T16:32:13,0,1800.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1500.0000,,41610591,2017-04-08T23:38:47.06,0,0,2017-04-08T23:02:39.033,pdu78322266,19天23时05分,0,,0,10,1,1,27,3,2015-08-26T22:26:09,0,1800.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,1750.0000,,41611220,2017-04-08T23:24:31.853,0,0,2017-04-08T23:02:39.703,pdu4086288101,19天23时09分,0,,0,10,0,1,21,3,2017-03-31T21:45:09,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2116.0000,,41612262,2017-04-08T23:38:48.5,0,0,2017-04-08T23:11:38.397,pdu0038461355,19天23时23分,0,,0,10,0,1,27,3,2017-02-27T19:17:49,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,1750.0000,,41611277,2017-04-08T23:24:32.58,0,0,2017-04-08T23:02:40.39,pdu2267545544,19天23时09分,0,,0,10,0,1,36,3,2017-04-08T22:11:28,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1566.0000,,41612046,2017-04-08T23:38:36.643,0,0,2017-04-08T23:11:31.703,pdu0673554025,19天23时20分,0,,0,10,0,1,36,3,2017-03-22T21:38:10,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,1500.0000,,41613473,,0,0,,pdu0872534271,19天23时36分,0,,0,10,0,1,29,3,2017-04-03T15:49:27,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,1750.0000,,41611371,2017-04-08T23:38:43.757,0,0,2017-04-08T23:02:16.49,pdu0500344070,19天23时10分,0,,0,10,1,2,22,3,2016-08-06T02:54:19,1,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,2017-02-27T17:43:53.983,1200.0000,AA,0,0,4,0,1650.0000,,41612646,2017-04-08T23:36:52.913,7,0,2017-04-08T23:21:24.21,pdu2056456870,19天23时27分,0,,1200.0000,10,1,1,30,3,2016-01-26T15:58:24,0,1800.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,2000.0000,,41613253,2017-04-08T23:24:52.537,0,0,2017-04-08T23:21:56.4,pdu55806361,19天23时33分,0,,0,10,0,1,31,3,2015-07-13T12:35:55,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,991.0000,,41612605,2017-04-08T23:38:30.903,0,0,2017-04-08T23:20:14.513,pdu8313834382,19天23时27分,0,,0,10,0,1,25,3,2017-03-11T15:42:08,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1566.0000,,41612315,2017-04-08T23:38:37.247,0,0,2017-04-08T23:11:44.137,pdu6237325034,19天23时24分,0,,0,10,1,1,28,3,2016-07-13T23:24:30,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,2017-01-20T15:45:24.007,0.0000,AA,0,0,2,0,1950.0000,,41614022,2017-04-08T23:36:54.517,4,0,2017-04-08T23:36:54.517,pdu8451622344,19天23时44分,0,,0.0000,10,0,1,21,3,2017-01-15T05:13:54,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,2017-04-01T15:57:53.897,800.0000,AA,0,0,1,0,450.0000,,41612241,2017-04-08T23:38:33.6,1,0,2017-04-08T23:21:44.723,pdu1711337583,19天23时23分,0,,800.0000,10,0,1,21,3,2016-05-05T12:46:14,0,700.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1500.0000,,41611671,2017-04-08T23:38:47.683,0,0,2017-04-08T23:02:42.687,pdu5730077203,19天23时14分,0,,0,10,0,2,24,3,2017-04-08T22:14:52,0,1800.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,900.0000,,41612487,2017-04-08T23:24:43.55,0,0,2017-04-08T23:21:46.5,pdu2033545168,19天23时26分,0,,0,10,1,1,22,3,2016-06-18T16:24:54,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1200.0000,,41611394,2017-04-08T23:38:39.217,0,0,2017-04-08T23:02:43.433,pdu5513776340,19天23时11分,0,,0,10,0,1,25,3,2017-02-06T14:16:16,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,10,,0,AA,0,0,0,0,950.0000,,41611502,2017-04-08T23:38:29.433,0,0,2017-04-08T23:02:44.223,pdu2407366666,19天23时12分,0,,0,10,0,2,27,3,2017-04-08T22:34:46,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,1150.0000,,41613219,2017-04-08T23:24:48.897,0,0,2017-04-08T23:21:57.1,pdu5035227885,19天23时32分,0,,0,10,0,1,22,3,2016-07-21T16:38:56,0,1250.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,1400.0000,,41613425,2017-04-08T23:24:49.667,0,0,2017-04-08T23:22:04.55,XUCHAO1992,19天23时35分,0,,0,10,0,1,25,3,2014-02-25T15:10:03,0,1500.0000,0,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,945.0000,,41613678,2017-04-08T23:32:07.31,0,0,2017-04-08T23:32:07.31,pdu4314161884,19天23时39分,0,,0,10,0,2,21,3,2017-02-20T13:16:37,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,945.0000,,41613731,2017-04-08T23:32:06.29,0,0,2017-04-08T23:32:06.29,pdu32732358,19天23时40分,0,,0,10,1,1,28,3,2015-05-24T11:35:10,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,2017-03-21T13:21:06.793,1600.0000,AA,0,0,3,0,950.0000,,41613789,2017-04-08T23:36:55.267,4,0,2017-04-08T23:36:55.267,pdu1836606643,19天23时41分,0,,1600.0000,10,1,1,31,3,2016-02-08T22:32:54,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,950.0000,,41613733,2017-04-08T23:30:36.59,0,0,2017-04-08T23:30:36.59,pdu24783105,19天23时40分,0,,0,10,1,1,27,3,2015-06-16T22:52:18,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,850.0000,,41613191,2017-04-08T23:38:56.747,0,0,2017-04-08T23:21:57.917,pdu6466365134,19天23时32分,0,,0,10,0,1,24,3,2017-02-23T23:29:07,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,850.0000,,41613190,2017-04-08T23:38:57.513,0,0,2017-04-08T23:21:58.69,pdu0308436456,19天23时32分,0,,0,10,1,1,39,3,2016-03-17T16:13:52,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,1000.0000,,41613925,,0,0,,pdu1630710422,19天23时43分,0,,0,10,0,1,21,3,2017-04-08T22:46:27,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,950.0000,,41613315,2017-04-08T23:24:48.123,0,0,2017-04-08T23:21:59.423,pdu0532660635,19天23时33分,0,,0,10,0,1,21,3,2016-05-11T23:20:51,0,1050.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,950.0000,,41613818,2017-04-08T23:30:37.21,0,0,2017-04-08T23:30:37.21,pdu6722825115,19天23时41分,0,,0,10,0,1,21,3,2017-04-04T23:40:15,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,8,,0,AA,0,0,0,0,800.0000,,41611679,2017-04-08T23:38:32.767,0,0,2017-04-08T23:02:47.973,pdu3350848608,19天23时14分,0,,0,10,1,1,21,3,2016-06-26T08:54:29,0,1200.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,2017-03-23T23:26:18.56,800.0000,AA,0,0,1,0,950.0000,,41613954,2017-04-08T23:32:08.64,1,0,2017-04-08T23:32:08.64,pdu5521820023,19天23时43分,0,,800.0000,10,1,2,32,3,2016-10-14T09:01:53,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,850.0000,,41613293,2017-04-08T23:39:00.207,0,0,2017-04-08T23:22:00.23,rong2023068,19天23时33分,0,,0,10,1,1,24,3,2014-11-02T02:34:47,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,2017-03-31T03:21:37.85,700.0000,AA,0,0,1,0,950.0000,,41613877,2017-04-08T23:30:43.273,1,0,2017-04-08T23:30:43.273,pdu6212757680,19天23时42分,0,,700.0000,10,1,1,22,3,2016-07-10T05:36:07,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,950.0000,,41613952,2017-04-08T23:30:44.037,0,0,2017-04-08T23:30:44.037,pdu7248587584,19天23时43分,0,,0,10,0,1,20,3,2017-03-28T14:45:16,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,400.0000,,41613706,2017-04-08T23:39:01.183,0,0,2017-04-08T23:32:07.263,pdu1106684515,19天23时39分,0,,0,10,0,1,20,3,2017-04-08T13:17:21,0,500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,500.0000,,41613237,2017-04-08T23:38:35.07,0,0,2017-04-08T23:22:01.007,pdu27671235,19天23时32分,0,,0,10,0,1,20,3,2015-10-29T16:07:30,0,750.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,850.0000,,41613474,2017-04-08T23:39:01.877,0,0,2017-04-08T23:22:05.26,pdu2331786772,19天23时36分,0,,0,10,0,1,23,3,2017-04-02T13:24:27,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,950.0000,,41614079,2017-04-08T23:30:44.783,0,0,2017-04-08T23:30:44.783,pdu1552401324,19天23时45分,0,,0,10,0,1,31,3,2016-06-29T23:11:05,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,,0,AA,0,0,0,0,850.0000,,41613444,2017-04-08T23:39:02.663,0,0,2017-04-08T23:22:06.05,pdu0786475146,19天23时35分,0,,0,10,0,1,40,3,2017-01-23T18:14:17,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,600.0000,,41613977,,0,0,,pdu3011808274,19天23时43分,0,,0,10,0,1,22,3,2017-04-04T15:39:16,0,600.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,400.0000,,41613888,2017-04-08T23:39:03.3,0,0,2017-04-08T23:32:08.177,pdu1053783526,19天23时42分,0,,0,10,0,1,19,3,2016-08-09T13:13:36,0,500.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,1566.0000,江西蓝天学院,41612244,2017-04-08T23:38:35.85,0,1,2017-04-08T23:11:38.387,pdu74304832,19天23时23分,0,普通,0,10,1,1,31,3,2015-07-02T08:01:39,0,2100.0000,1,0,0,2000-01-01T00:00:00,专科
0,0,2,,0,AA,0,0,0,0,3900.0000,,41612422,2017-04-08T23:24:57.447,0,0,2017-04-08T23:21:49.047,pdu8058317318,19天23时25分,0,,0,10,1,2,36,3,2016-09-19T15:41:59,1,4000.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,1000.0000,,41613581,,0,0,,pdu1101705102,19天23时37分,0,,0,10,0,1,26,3,2016-12-19T19:20:26,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,8,,0,AA,0,0,0,0,850.0000,,41611521,2017-04-08T23:38:34.427,0,0,2017-04-08T23:02:51.02,pdu5630151242,19天23时12分,0,,0,10,4,1,21,3,2016-08-07T23:52:49,0,1250.0000,1,0,0,2000-01-01T00:00:00,
