videovalidate,failedcount,lendercount,firstsuccessborrowtime,owingamount,creditcode,creditvalidate,amounttoreceive,successcount,overduelesscount,remainfunding,graduateschool,listingid,lastbidtime,normalcount,certificatevalidate,fistbidtime,borrowname,deadlinetimeorremindtimestr,overduemorecount,studystyle,owingprincipal,currentrate,wastecount,gender,age,months,registertime,cancelcount,amount,phonevalidate,educatevalidate,nciicidentitycheck,auditingtime,educationdegree
0,0,2,2016-12-30T20:30:24.993,1797.2100,C,0,0,1,0,0.0000,,41657298,2017-04-09T10:51:48.657,3,0,2017-04-09T10:51:47.373,pdu6257334663,14天23时57分,0,,1522.1800,20,0,2,28,6,2016-12-30T20:19:49,0,5478.0000,1,0,0,2000-01-01T00:00:00,
0,0,8,2017-01-07T10:12:04.377,6548.0000,AA,1,0,2,1,1173.0000,哈尔滨华夏计算机职业技术学院,41655522,2017-04-09T10:51:12.787,2,1,2017-04-09T10:48:30.84,pdu31034555,14天23时45分,0,普通,5753.9900,10,0,1,26,3,2015-05-11T17:34:40,0,1500.0000,1,0,0,2000-01-01T00:00:00,专科
0,0,30,2016-03-19T23:00:12.59,9197.0400,B,0,0,5,1,455.0000,,41657236,2017-04-09T10:51:48.71,27,0,2017-04-09T10:49:36.97,pdu6620134443,14天23时56分,0,,8307.3600,18,0,2,36,12,2016-03-19T23:00:11,0,3790.0000,1,0,0,2000-01-01T00:00:00,
0,0,15,2016-05-09T19:32:53.513,5144.9000,AA,0,0,3,2,2372.0000,,41650961,2017-04-09T10:51:07.77,12,0,2017-04-09T10:40:12.883,pdu5511821880,14天23时13分,0,,4719.7800,10,1,1,31,3,2016-05-09T19:31:59,1,3398.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,0.0000,,1000003486,2017-04-09T10:51:49.207,0,0,2017-04-09T10:51:43.837,pdu0274532527,2017/4/9,0,,0,12.5,0,1,39,12,2017-04-09T10:08:36,0,2798.0000,1,0,0,2017-04-09T10:51:50.153,
0,0,16,2015-12-05T22:47:33.54,6316.0900,AA,0,0,3,3,3008.0000,,41653473,2017-04-09T10:51:10.007,13,0,2017-04-09T10:34:16.26,pdu8702043620,14天23时31分,0,,5867.8000,10,0,1,40,3,2015-12-05T21:22:54,0,3818.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,2016-01-10T09:17:15.76,10841.8100,C,0,0,9,1,0.0000,,41657209,2017-04-09T10:51:44.357,38,0,2017-04-09T10:51:41.483,bosch08,2017/4/9,0,,10223.3800,20,0,1,34,6,2014-07-07T20:34:46,0,1572.0000,1,0,0,2017-04-09T10:51:46.217,
0,0,3,2016-09-26T10:58:52.343,0.0000,AA,0,0,1,0,2880.0000,,41657179,2017-04-09T10:51:50.13,6,0,2017-04-09T10:49:42.017,pdu5702163076,14天23时55分,0,,0.0000,10,0,1,29,3,2016-09-26T10:58:50,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,2016-07-16T17:52:26.607,5755.5000,AA,1,0,10,0,1284.0000,,41655746,2017-04-09T10:51:27.73,32,0,2017-04-09T10:48:31.723,pdu1775784555,14天23时47分,0,,5205.8800,10,2,1,39,3,2016-03-12T06:16:54,0,1561.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,2016-11-01T14:28:55.187,3156.1100,D,0,0,2,1,0.0000,,41657479,2017-04-09T10:51:49.26,5,0,2017-04-09T10:51:46.297,pdu4166408650,2017/4/9,0,,2804.5500,22,1,2,26,12,2016-09-30T15:39:17,0,5195.0000,1,0,0,2017-04-09T10:51:50.06,
0,0,41,2017-03-02T09:48:15.803,0.0000,D,0,0,1,0,0.0000,,41657512,2017-04-09T10:51:47.247,1,0,2017-04-09T10:51:42.547,pdu2365565741,2017/4/9,0,,0.0000,22,0,2,27,6,2017-02-28T21:28:31,0,3700.0000,1,0,0,2017-04-09T10:51:49.467,
0,0,4,2016-11-23T20:29:09.1,2742.2600,D,0,0,2,0,0.0000,,41657415,2017-04-09T10:51:46.77,5,0,2017-04-09T10:51:45.367,pdu7074750307,2017/4/9,0,,2465.6000,22,0,1,45,12,2016-11-16T17:40:36,1,2000.0000,1,0,0,2017-04-09T10:51:47.563,
0,0,3,2015-09-07T02:42:11.173,5186.7800,AA,0,0,14,3,1641.0000,,41656103,2017-04-09T10:51:49.147,47,0,2017-04-09T10:49:43.15,pdu42603004,14天23时49分,0,,4681.1400,10,2,1,37,3,2015-09-07T02:38:13,0,1761.0000,1,0,0,2000-01-01T00:00:00,
0,1,20,2015-09-22T12:52:36.56,16848.1600,D,1,0,5,5,0.0000,西华师范大学,41657259,2017-04-09T10:51:44.667,19,1,2017-04-09T10:51:40.397,pdu47124731,2017/4/9,0,普通,16052.1000,22,1,1,34,6,2015-09-19T20:55:49,0,1847.0000,1,0,0,2017-04-09T10:51:46.11,本科
0,0,43,2016-06-16T18:35:57.67,9689.7200,B,0,0,6,2,1206.0000,酒泉职业技术学院,41653105,2017-04-09T10:51:56.03,20,1,2017-04-09T10:50:44.453,pdu4843118138,19天23时28分,0,普通,9176.9300,18,0,1,30,6,2016-06-16T12:01:07,0,4923.0000,1,0,0,2000-01-01T00:00:00,专科(高职)
0,0,33,,0,AA,0,0,0,0,0.0000,湖南三一工业职业技术学院,41656601,2017-04-09T10:51:52.037,0,1,2017-04-09T10:51:39.85,pdu8256231547,2017/4/9,0,普通,0,12,0,1,27,12,2017-04-09T10:27:46,0,7000.0000,1,0,0,2017-04-09T10:51:55.687,专科
0,0,8,,0,AA,0,0,0,0,3067.0000,,41654536,2017-04-09T10:51:40.953,0,0,2017-04-09T10:42:53.437,pdu5412727254,19天23时38分,0,,0,10,0,1,26,3,2017-04-04T18:53:12,0,10500.0000,1,0,0,2000-01-01T00:00:00,
0,0,0,,0,AA,0,0,0,0,9500.0000,,41656178,,0,0,,pdu6005330161,19天23时50分,0,,0,10,0,2,27,3,2017-04-09T09:27:42,0,9500.0000,1,0,0,2000-01-01T00:00:00,
0,0,13,,0,AA,0,0,0,0,3660.0000,西北民族大学,41654146,2017-04-09T10:51:13.617,0,1,2017-04-09T10:42:19.43,pdu6512148724,19天23时35分,0,成人,0,10,0,2,24,3,2017-04-09T10:06:43,0,4500.0000,1,0,0,2000-01-01T00:00:00,专科
0,0,3,2017-03-24T09:39:09.88,1200.0000,AA,0,0,1,0,6880.0000,,41653422,2017-04-09T10:51:51.02,1,0,2017-04-09T10:51:44.633,pdu6634411214,19天23时31分,0,,1200.0000,10,0,1,37,3,2017-02-13T07:12:31,0,7000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,6230.0000,,41652666,2017-04-09T10:51:51.873,0,0,2017-04-09T10:50:56.477,pdu4687463133,19天23时25分,0,,0,10,2,2,31,3,2016-07-16T17:28:32,1,6500.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,3900.0000,陕西省建筑工程总公司职工大学,41655877,2017-04-09T10:51:47.08,0,1,2017-04-09T10:51:33.123,pdu76847563,19天23时48分,0,成人,0,10,0,2,39,3,2015-03-12T13:30:26,0,4000.0000,1,0,0,2000-01-01T00:00:00,专科
0,0,53,,0,AA,0,0,0,0,939.0000,,41649380,2017-04-09T10:51:55.97,0,0,2017-04-09T10:30:33.22,pdu2841242018,19天23时01分,0,,0,10,0,1,24,3,2017-04-04T12:03:56,0,5500.0000,1,0,0,2000-01-01T00:00:00,
0,0,34,,0,AA,0,0,0,0,0.0000,,41655936,2017-04-09T10:51:42.97,0,0,2017-04-09T10:51:32.473,pdu8045111157,2017/4/9,0,,0,11,1,2,41,6,2016-07-24T12:36:42,0,5000.0000,1,0,0,2017-04-09T10:51:46.543,
0,0,4,2016-11-02T12:24:39.253,5540.4100,AA,0,0,15,2,0.0000,云南机电职业技术学院,41656210,2017-04-09T10:51:45.48,35,1,2017-04-09T10:51:33.317,pdu38157078,2017/4/9,0,普通,5064.5600,12,1,1,24,12,2015-09-11T20:29:41,0,748.0000,1,0,0,2017-04-09T10:51:46.96,专科
0,0,2,,0,AA,0,0,0,0,0.0000,,41656052,2017-04-09T10:51:44.817,0,0,2017-04-09T10:51:33.303,pdu5223118153,2017/4/9,0,,0,12,0,2,22,12,2017-04-08T15:10:57,0,4250.0000,1,0,0,2017-04-09T10:51:46.937,
0,0,4,,0,AA,0,0,0,0,1400.0000,安徽商贸职业技术学院,41655477,2017-04-09T10:51:47.94,0,1,2017-04-09T10:51:34.22,pdu8761053851,19天23时44分,0,普通,0,10,1,2,22,3,2016-05-26T02:09:40,0,2000.0000,1,1,0,2000-01-01T00:00:00,专科
0,0,18,,0,AA,0,0,0,0,4490.0000,,41652852,2017-04-09T10:51:14.4,0,0,2017-04-09T10:33:36.44,pdu1135344626,19天23时26分,0,,0,10,0,1,30,3,2017-04-08T20:20:18,0,5500.0000,1,0,0,2000-01-01T00:00:00,
0,0,22,,0,AA,0,0,0,0,0.0000,,41656259,2017-04-09T10:51:51.117,0,0,2017-04-09T10:51:34.45,pdu7862803323,2017/4/9,0,,0,12,0,2,27,12,2017-04-09T09:34:44,0,3000.0000,1,0,0,2017-04-09T10:51:51.92,
0,0,3,,0,AA,0,0,0,0,3380.0000,,41652982,2017-04-09T10:51:52.71,0,0,2017-04-09T10:51:45.67,pdu4710136132,19天23时27分,0,,0,10,0,2,26,3,2017-04-05T18:06:36,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,4780.0000,,41653916,2017-04-09T10:51:43.627,0,0,2017-04-09T10:42:26.2,mianmian1989,19天23时34分,0,,0,10,1,1,28,3,2014-09-23T16:43:56,0,5000.0000,1,0,0,2000-01-01T00:00:00,
0,0,11,2016-11-17T08:55:45.803,8859.6300,B,1,0,4,0,0.0000,,41653663,2017-04-09T10:51:43.763,10,0,2017-04-09T10:50:54.65,pdu6135673147,2017/4/9,0,,8051.2300,18,0,2,31,12,2016-09-09T05:26:09,0,1000.0000,1,0,0,2017-04-09T10:51:44.573,
0,0,15,,0,AA,0,0,0,0,3526.0000,,41652418,2017-04-09T10:51:09.27,0,0,2017-04-09T10:32:39.29,pdu3304370683,19天23时23分,0,,0,10,0,1,24,3,2017-04-09T08:33:07,0,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,12,2016-03-29T23:25:53.353,8298.1800,B,0,0,10,0,1080.0000,,41655510,2017-04-09T10:52:01.243,70,0,2017-04-09T10:51:07.67,pdu2057535668,19天23时45分,0,,7686.6800,18,0,1,24,12,2016-03-29T15:39:05,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,0.0000,,41656217,2017-04-09T10:51:47.937,0,0,2017-04-09T10:51:47.937,pdu2686455528,2017/4/9,0,,0,11,0,2,22,6,2017-02-19T09:46:21,0,2250.0000,1,0,0,2017-04-09T10:51:48.717,
0,0,8,,0,AA,0,0,0,0,2460.0000,,41652107,2017-04-09T10:51:15.233,0,0,2017-04-09T10:41:52.53,pdu0073242118,19天23时20分,0,,0,10,1,1,23,3,2016-11-09T12:41:59,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,16,2016-11-29T14:23:30.56,10351.5500,B,0,0,11,0,0.0000,,41655053,2017-04-09T10:51:45.06,25,0,2017-04-09T10:51:04.487,pdu1116266210,2017/4/9,0,,9847.0800,18,0,2,27,6,2016-11-29T10:29:46,0,1248.0000,1,0,0,2017-04-09T10:51:46.543,
0,0,3,2016-06-24T18:33:13.037,6972.3700,C,0,0,5,0,0.0000,,41656485,2017-04-09T10:51:47.047,17,0,2017-04-09T10:51:42.733,pdu8842826778,2017/4/9,0,,6590.3300,20,0,1,23,6,2016-06-24T17:12:18,0,2000.0000,1,0,0,2017-04-09T10:51:47.827,
0,0,9,,0,AA,0,0,0,0,2160.0000,,41652404,2017-04-09T10:51:11.18,0,0,2017-04-09T10:42:02.113,pdu2636722076,19天23时23分,0,,0,10,0,2,21,3,2017-04-07T20:16:48,0,2750.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,2017-03-28T23:30:12.16,1200.0000,AA,0,0,1,0,3430.0000,,41654911,2017-04-09T10:51:53.84,1,0,2017-04-09T10:51:49.667,pdu5758727201,19天23时40分,0,,1200.0000,10,0,1,24,3,2017-03-28T23:19:51,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,2017-04-01T04:24:09.437,1350.0000,AA,0,0,1,0,0.0000,,41656181,2017-04-09T10:51:47.157,1,0,2017-04-09T10:51:35.18,pdu0445113524,2017/4/9,0,,1350.0000,12,1,2,21,12,2016-10-22T11:37:53,0,1500.0000,1,0,0,2017-04-09T10:51:47.78,
0,0,4,,0,AA,0,0,0,0,1380.0000,,41653056,2017-04-09T10:51:54.97,0,0,2017-04-09T10:50:49.55,pdu5665304286,19天23时28分,0,,0,10,0,1,20,3,2016-05-27T09:03:35,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,22,,0,AA,0,0,0,0,1220.0000,,41652726,2017-04-09T10:51:30.54,0,0,2017-04-09T10:33:35.093,pdu4422135345,19天23时25分,0,,0,10,0,2,20,3,2015-12-13T08:22:05,0,3250.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,3280.0000,,41654326,2017-04-09T10:51:38.767,0,0,2017-04-09T10:42:42.72,pdu1151357121,19天23时36分,0,,0,10,2,1,27,3,2016-06-24T23:27:29,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2630.0000,,41653725,2017-04-09T10:51:28.483,0,0,2017-04-09T10:42:12.57,pdu7040178754,19天23时33分,0,,0,10,0,1,30,3,2017-04-06T10:58:00,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,2680.0000,,41653852,2017-04-09T10:51:30.393,0,0,2017-04-09T10:42:20.683,pdu5654757613,19天23时33分,0,,0,10,0,1,36,3,2017-04-06T19:25:18,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2761.0000,,41654477,2017-04-09T10:51:37.553,0,0,2017-04-09T10:42:43.633,pdu5664448082,19天23时37分,0,,0,10,0,2,43,3,2016-05-28T19:09:24,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,2017-03-19T14:00:25.557,700.0000,AA,0,0,1,0,2680.0000,,41654633,2017-04-09T10:51:31.273,1,0,2017-04-09T10:43:11.887,pdu0000330764,19天23时38分,0,,700.0000,10,0,1,22,3,2017-03-09T13:05:59,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,2330.0000,,41654199,2017-04-09T10:51:42.523,0,0,2017-04-09T10:42:33.493,pdu5005836110,19天23时35分,0,,0,10,0,2,27,3,2017-04-09T10:03:32,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,11,,0,AA,0,0,0,0,0.0000,,41653171,2017-04-09T10:51:50.873,0,0,2017-04-09T10:50:50.47,pdu2370101677,2017/4/9,0,,0,10,0,1,25,3,2016-11-09T11:31:27,0,1000.0000,1,0,0,2017-04-09T10:51:51.67,
0,0,5,,0,AA,0,0,0,0,2730.0000,,41655093,2017-04-09T10:51:36.617,0,0,2017-04-09T10:43:41.463,pdu1815358386,19天23时41分,0,,0,10,0,1,25,3,2015-12-14T11:17:38,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,15,,0,AA,0,0,0,0,2027.0000,,41653568,2017-04-09T10:51:07.023,0,0,2017-04-09T10:33:36.617,pdu5611285676,19天23时31分,0,,0,10,0,2,24,3,2017-03-19T20:00:12,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,2017-03-28T14:37:36.017,1300.0000,AA,0,0,1,0,1430.0000,,41654894,2017-04-09T10:51:57.483,1,0,2017-04-09T10:51:39.743,pdu7264861478,19天23时40分,0,,1300.0000,10,0,1,25,3,2017-03-28T14:16:28,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,2180.0000,,41654712,2017-04-09T10:51:29.55,0,0,2017-04-09T10:43:12.553,rong2467286,19天23时39分,0,,0,10,2,2,31,3,2015-06-25T12:15:57,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,2017-02-06T12:27:25.613,850.0000,AA,0,0,2,0,1230.0000,,41655193,2017-04-09T10:51:51.693,3,0,2017-04-09T10:51:41.697,pdu0311236548,19天23时42分,0,,850.0000,10,0,1,19,3,2017-01-09T00:00:42,0,1750.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,2480.0000,,41656365,2017-04-09T10:52:09.447,0,0,2017-04-09T10:52:09.447,pdu6636653653,19天23时51分,0,,0,10,0,1,23,3,2017-04-09T10:25:36,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,2,2017-03-10T10:56:43.68,650.0000,AA,0,0,1,0,1480.0000,,41655574,2017-04-09T10:51:52.663,1,0,2017-04-09T10:51:42.883,pdu3401253885,19天23时45分,0,,650.0000,10,0,2,21,3,2016-11-24T00:22:48,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,1230.0000,,41655061,2017-04-09T10:51:53.63,0,0,2017-04-09T10:51:53.63,pdu4864570251,19天23时41分,0,,0,10,0,1,26,3,2016-07-06T22:16:32,0,1250.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,1480.0000,,41655195,2017-04-09T10:51:54.603,0,0,2017-04-09T10:51:54.603,pdu6403773054,19天23时42分,0,,0,10,3,1,28,3,2015-11-27T03:52:42,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,1230.0000,,41655191,2017-04-09T10:51:55.767,0,0,2017-04-09T10:51:55.767,pdu2722062880,19天23时42分,0,,0,10,0,1,30,3,2016-05-21T11:58:58,0,1250.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,1330.0000,,41655635,2017-04-09T10:51:56.703,0,0,2017-04-09T10:51:39.92,pdu1067170562,19天23时45分,0,,0,10,0,2,35,3,2017-04-02T16:20:02,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,1480.0000,,41655750,2017-04-09T10:51:57.513,0,0,2017-04-09T10:51:57.513,pdu1225218336,19天23时46分,0,,0,10,0,1,44,3,2017-01-03T16:32:05,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,280.0000,,41655272,2017-04-09T10:52:11.14,0,0,2017-04-09T10:51:40.693,pdu2864131621,19天23时43分,0,,0,10,0,1,25,3,2017-03-30T20:19:02,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,830.0000,,41654014,2017-04-09T10:51:32.127,0,0,2017-04-09T10:42:27.84,pdu0632067568,19天23时34分,0,,0,10,0,1,29,3,2017-01-11T20:15:00,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,2017-03-26T22:51:25.68,1200.0000,AA,0,0,2,0,830.0000,,41653832,2017-04-09T10:51:32.94,3,0,2017-04-09T10:42:17.267,pdu7730644042,19天23时33分,0,,1200.0000,10,2,1,33,3,2016-05-27T07:01:18,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,1380.0000,,41655872,2017-04-09T10:51:59.46,0,0,2017-04-09T10:51:59.46,pdu3062037471,19天23时47分,0,,0,10,0,1,29,3,2016-12-30T17:14:20,0,1400.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,980.0000,,41655533,2017-04-09T10:52:00.383,0,0,2017-04-09T10:52:00.383,pdu1568480306,19天23时45分,0,,0,10,0,1,32,3,2017-04-09T09:13:38,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,830.0000,,41654344,2017-04-09T10:51:34.28,0,0,2017-04-09T10:42:44.71,pdu0605565062,19天23时36分,0,,0,10,0,1,37,3,2017-04-03T12:10:27,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,980.0000,,41655474,2017-04-09T10:52:01.207,0,0,2017-04-09T10:52:01.207,pdu6045763802,19天23时44分,0,,0,10,0,1,35,3,2016-12-25T05:02:39,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,980.0000,,41655461,2017-04-09T10:52:01.927,0,0,2017-04-09T10:52:01.927,pdu4271528413,19天23时44分,0,,0,10,1,1,30,3,2016-07-31T07:04:17,1,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,880.0000,,41654767,2017-04-09T10:51:45.04,0,0,2017-04-09T10:43:52.98,pdu4564876254,19天23时39分,0,,0,10,0,1,27,3,2017-04-09T10:06:36,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,2017-01-13T15:10:19.257,0.0000,AA,0,0,1,0,0.0000,,41656041,2017-04-09T10:51:43.467,6,0,2017-04-09T10:51:26.197,pdu0611855282,2017/4/9,0,,0.0000,11,0,1,25,3,2016-12-11T18:47:31,0,1000.0000,1,0,0,2017-04-09T10:51:44.687,
0,0,3,,0,AA,0,0,0,0,880.0000,,41654910,2017-04-09T10:51:47.42,0,0,2017-04-09T10:43:54.223,pdu3538321747,19天23时40分,0,,0,10,0,1,29,3,2017-03-09T13:09:49,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,680.0000,,41656526,2017-04-09T10:52:14.513,0,0,2017-04-09T10:51:52.153,pdu24316318,19天23时52分,0,,0,10,1,2,25,3,2015-07-08T15:45:56,0,1250.0000,1,0,0,2000-01-01T00:00:00,
0,0,1,,0,AA,0,0,0,0,980.0000,,41656450,2017-04-09T10:52:10.303,0,0,2017-04-09T10:52:10.303,pdu3331344135,19天23时51分,0,,0,10,0,1,31,3,2017-03-27T07:23:12,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,880.0000,,41655274,2017-04-09T10:51:48.273,0,0,2017-04-09T10:43:56.75,pdu1175014632,19天23时43分,0,,0,10,1,1,26,3,2016-08-13T12:05:31,1,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,0.0000,,41656081,2017-04-09T10:51:53.19,0,0,2017-04-09T10:51:51.843,pdu3458247353,2017/4/9,0,,0,10,0,1,22,3,2017-04-01T17:00:58,0,500.0000,1,0,0,2017-04-09T10:51:54,
0,0,3,,0,AA,0,0,0,0,0.0000,,41655901,2017-04-09T10:51:45.603,0,0,2017-04-09T10:51:30.327,pdu4335422288,2017/4/9,0,,0,10,0,1,21,3,2017-03-11T19:10:58,0,500.0000,1,0,0,2017-04-09T10:51:46.483,
0,0,2,,0,AA,0,0,0,0,0.0000,,41656269,2017-04-09T10:51:54.03,0,0,2017-04-09T10:51:52.66,pdu5588257634,2017/4/9,0,,0,10,0,1,20,3,2017-03-15T09:49:39,0,500.0000,1,0,0,2017-04-09T10:51:54.827,
0,0,23,,0,AA,0,0,0,0,1652.0000,,41652747,2017-04-09T10:51:31.52,0,0,2017-04-09T10:31:00.957,pdu4458445315,19天23时25分,0,,0,10,1,2,26,3,2016-10-11T15:30:36,0,4000.0000,1,0,0,2000-01-01T00:00:00,
0,0,14,2016-05-13T15:19:42.79,6091.9800,AA,0,0,2,1,0.0000,,41656312,2017-04-09T10:51:50.4,6,0,2017-04-09T10:51:37.803,pdu1202136334,2017/4/9,0,,5491.5700,11,3,1,28,3,2016-02-24T05:07:29,0,2700.0000,1,0,0,2017-04-09T10:51:51.163,
0,0,3,,0,AA,0,0,0,0,180.0000,,41656330,2017-04-09T10:52:10.22,0,0,2017-04-09T10:51:54.87,pdu2173061827,19天23时50分,0,,0,10,2,1,20,3,2016-11-28T16:35:56,0,750.0000,1,0,0,2000-01-01T00:00:00,
