videovalidate,failedcount,lendercount,firstsuccessborrowtime,owingamount,creditcode,creditvalidate,amounttoreceive,successcount,overduelesscount,remainfunding,graduateschool,listingid,lastbidtime,normalcount,certificatevalidate,fistbidtime,borrowname,deadlinetimeorremindtimestr,overduemorecount,studystyle,owingprincipal,currentrate,wastecount,gender,age,months,registertime,cancelcount,amount,phonevalidate,educatevalidate,nciicidentitycheck,auditingtime,educationdegree
0,0,10,,0,AA,0,0,0,0,3782.0000,,41668709,2017-04-09T12:35:28.32,0,0,2017-04-09T12:22:10.233,pdu4464575108,19天23时20分,0,,0,10,1,1,31,3,2016-10-13T13:32:32,0,5000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,4318.0000,,41670665,2017-04-09T12:35:37.207,0,0,2017-04-09T12:33:21.593,pdu8436520781,19天23时34分,0,,0,10,0,2,33,3,2017-04-08T18:54:19,0,5000.0000,1,0,0,2000-01-01T00:00:00,
0,0,25,,0,AA,0,0,0,0,2702.0000,,41665286,2017-04-09T12:40:36.34,0,0,2017-04-09T12:01:36.15,pdu0687045383,19天22时58分,0,,0,10,0,1,28,3,2017-04-09T11:09:48,0,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,2328.0000,,41669179,2017-04-09T12:43:56.193,0,0,2017-04-09T12:41:50.56,pdu5536671458,19天23时22分,0,,0,10,1,1,29,3,2016-02-24T22:46:27,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,2016-12-10T07:00:13.2,650.0000,AA,0,0,5,0,4148.0000,,41669427,2017-04-09T12:35:35.907,9,0,2017-04-09T12:22:33.697,pdu8481836551,19天23时24分,0,,650.0000,10,0,2,22,3,2016-02-07T16:05:02,0,5000.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,1538.0000,,41667110,2017-04-09T12:40:37.82,0,0,2017-04-09T12:30:51.417,pdu7480486027,19天23时09分,0,,0,10,1,2,39,3,2016-03-28T15:14:26,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,8,,0,AA,0,0,0,0,3838.0000,,41671091,2017-04-09T12:35:34.277,0,0,2017-04-09T12:31:57.037,pdu5813515603,19天23时37分,0,,0,10,0,2,22,3,2017-04-07T18:01:32,0,4750.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1198.0000,,41668920,2017-04-09T12:43:44.17,0,0,2017-04-09T12:41:41.427,pdu3730374042,19天23时21分,0,,0,10,0,1,24,3,2017-03-30T03:12:56,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,3218.0000,,41670354,2017-04-09T12:35:33.493,0,0,2017-04-09T12:31:30.57,pdu5262461781,19天23时31分,0,,0,10,0,2,34,3,2017-04-09T12:08:03,0,4000.0000,1,0,0,2000-01-01T00:00:00,
0,0,21,,0,AA,0,0,0,0,1258.0000,,41666740,2017-04-09T12:45:52.463,0,0,2017-04-09T12:11:17.817,pdu6621112524,19天23时06分,0,,0,10,0,1,20,3,2016-05-27T16:08:20,0,3250.0000,1,0,0,2000-01-01T00:00:00,
0,0,26,,0,AA,0,0,0,0,1720.0000,,41664835,2017-04-09T12:46:02.027,0,0,2017-04-09T11:52:47.537,pdu5865581108,19天22时55分,0,,0,10,0,2,23,3,2017-04-06T13:22:15,0,4000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,2268.0000,,41669776,2017-04-09T12:35:30.993,0,0,2017-04-09T12:33:11.4,pdu4273716278,19天23时27分,0,,0,10,0,1,27,3,2017-01-24T14:24:51,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,31,,0,AA,0,0,0,0,978.0000,,41666274,2017-04-09T12:45:35.85,0,0,2017-04-09T12:02:15.17,pdu2048670675,19天23时03分,0,,0,10,0,1,29,3,2017-04-09T07:38:03,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,1868.0000,,41670020,2017-04-09T12:40:46.15,0,0,2017-04-09T12:31:20.013,pdu7403248213,19天23时29分,0,,0,10,1,1,20,3,2016-10-30T17:27:11,0,2750.0000,1,1,0,2000-01-01T00:00:00,
0,0,10,,0,AA,0,0,0,0,1798.0000,,41668974,2017-04-09T12:40:45.22,0,0,2017-04-09T12:22:11.653,pdu2003400740,19天23时21分,0,,0,10,0,1,21,3,2016-09-08T20:12:06,0,2750.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,228.0000,,41669958,2017-04-09T12:46:30.163,0,0,2017-04-09T12:42:00.457,pdu6685606134,19天23时28分,0,,0,10,0,2,36,3,2017-04-05T14:58:53,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,19,,0,AA,0,0,0,0,1158.0000,,41667838,2017-04-09T12:45:56.743,0,0,2017-04-09T12:12:00.513,pdu3305045640,19天23时14分,0,,0,10,0,2,29,3,2017-04-09T11:49:08,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,8,,0,AA,0,0,0,0,1588.0000,,41670323,2017-04-09T12:40:41.07,0,0,2017-04-09T12:33:20.11,pdu4311651607,19天23时31分,0,,0,10,0,1,28,3,2017-04-08T17:42:12,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,11,,0,AA,0,0,0,0,1918.0000,,41669775,2017-04-09T12:40:41.847,0,0,2017-04-09T12:22:53.167,pdu1533877370,19天23时26分,0,,0,10,0,1,27,3,2017-04-08T11:22:37,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,1900.0000,,41671955,2017-04-09T12:43:55.15,0,0,2017-04-09T12:42:35.923,pdu1454473516,19天23时42分,0,,0,10,0,2,35,3,2017-03-26T03:37:29,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,10,,0,AA,0,0,0,0,1548.0000,,41669435,2017-04-09T12:40:38.78,0,0,2017-04-09T12:22:41.627,pdu0362045650,19天23时24分,0,,0,10,0,2,45,3,2016-09-27T15:02:21,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,2017-03-23T09:31:00.21,1000.0000,AA,0,0,1,0,1478.0000,,41671662,2017-04-09T12:43:53.343,1,0,2017-04-09T12:42:25.293,pdu7566387450,19天23时40分,0,,1000.0000,10,0,1,26,3,2016-12-21T12:00:51,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,328.0000,,41671097,2017-04-09T12:46:18.29,0,0,2017-04-09T12:42:02.91,pdu4710382171,19天23时37分,0,,0,10,0,2,31,3,2017-04-09T11:55:13,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,4,,0,AA,0,0,0,0,1178.0000,,41671789,2017-04-09T12:43:50.603,0,0,2017-04-09T12:42:25.94,pdu0378218736,19天23时41分,0,,0,10,0,1,34,3,2017-04-03T15:37:11,0,1800.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,1400.0000,,41672137,2017-04-09T12:43:52.44,0,0,2017-04-09T12:42:46.12,pdu6041134483,19天23时43分,0,,0,10,0,1,32,3,2017-04-01T00:39:54,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,378.0000,,41671270,2017-04-09T12:46:19.01,0,0,2017-04-09T12:42:09.28,pdu1275308406,19天23时38分,0,,0,10,0,1,31,3,2017-03-26T20:59:27,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,5,,0,AA,0,0,0,0,378.0000,,41671360,2017-04-09T12:46:19.94,0,0,2017-04-09T12:42:10.19,pdu2453601402,19天23时39分,0,,0,10,0,1,32,3,2016-10-24T16:11:07,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,16,,0,AA,0,0,0,0,0.0000,,41669473,2017-04-09T12:46:19.013,0,0,2017-04-09T12:22:47.917,pdu3618410472,2017/4/9,0,,0,10,1,1,23,3,2016-09-29T22:20:15,0,2000.0000,1,0,0,2017-04-09T12:46:20.143,
0,0,4,2017-03-30T16:26:38.507,1450.0000,AA,0,0,2,0,878.0000,,41671561,2017-04-09T12:43:43.33,3,0,2017-04-09T12:42:26.62,pdu8243168602,19天23时40分,0,,1450.0000,10,1,1,30,3,2016-11-21T16:54:10,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1268.0000,,41670910,2017-04-09T12:40:42.683,0,0,2017-04-09T12:33:31.39,pdu6876375541,19天23时36分,0,,0,10,0,2,24,3,2017-03-07T17:48:41,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,900.0000,,41671915,2017-04-09T12:43:45.017,0,0,2017-04-09T12:42:36.87,pdu1025374306,19天23时41分,0,,0,10,0,1,25,3,2017-04-06T18:03:06,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,900.0000,,41672463,2017-04-09T12:43:45.867,0,0,2017-04-09T12:43:00.65,pdu3847518833,19天23时46分,0,,0,10,0,1,25,3,2017-04-09T12:25:43,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,3,,0,AA,0,0,0,0,900.0000,,41672648,2017-04-09T12:43:46.687,0,0,2017-04-09T12:43:01.307,pdu0351411412,19天23时47分,0,,0,10,0,1,27,3,2017-04-09T11:02:58,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,23,,0,AA,0,0,0,0,4818.0000,,41665673,2017-04-09T12:40:50.057,0,0,2017-04-09T12:01:50.103,842655301zl,19天23时00分,0,,0,10,1,1,26,3,2014-08-06T18:42:31,0,6500.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,3598.0000,,41668995,2017-04-09T12:35:31.81,0,0,2017-04-09T12:22:28.977,pdu1611563723,19天23时21分,0,,0,10,1,1,28,3,2016-02-20T11:51:27,1,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,11,2017-02-23T12:13:04.07,1400.0000,AA,0,0,2,0,2948.0000,,41669267,2017-04-09T12:40:53.647,3,0,2017-04-09T12:22:29.767,pdu5780375583,19天23时23分,0,,1400.0000,10,2,1,25,3,2016-05-11T15:44:41,0,4000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1268.0000,,41670526,2017-04-09T12:40:43.6,0,0,2017-04-09T12:33:27.47,pdu3216740328,19天23时32分,0,,0,10,1,1,27,3,2016-01-13T09:53:14,0,2000.0000,1,0,0,2000-01-01T00:00:00,
