videovalidate,failedcount,lendercount,firstsuccessborrowtime,owingamount,creditcode,creditvalidate,amounttoreceive,successcount,overduelesscount,remainfunding,graduateschool,listingid,lastbidtime,normalcount,certificatevalidate,fistbidtime,borrowname,deadlinetimeorremindtimestr,overduemorecount,studystyle,owingprincipal,currentrate,wastecount,gender,age,months,registertime,cancelcount,amount,phonevalidate,educatevalidate,nciicidentitycheck,auditingtime,educationdegree
0,0,12,,0,AA,0,0,0,0,8172.0000,,41658329,2017-04-09T11:26:06.88,0,0,2017-04-09T11:10:19.597,pdu3452362307,19天23时29分,0,,0,10,0,2,26,3,2017-04-09T09:54:06,0,9500.0000,1,0,0,2000-01-01T00:00:00,
0,0,28,,0,AA,0,0,0,0,4103.0000,,41652666,2017-04-09T11:26:04.413,0,0,2017-04-09T10:50:56.477,pdu4687463133,19天22时50分,0,,0,10,2,2,31,3,2016-07-16T17:28:32,1,6500.0000,1,0,0,2000-01-01T00:00:00,
0,0,21,,0,AA,0,0,0,0,2831.0000,中南财经政法大学,41658936,2017-04-09T11:24:36.97,0,1,2017-04-09T11:12:39.64,pdu8380886733,19天23时34分,0,自考,0,10,0,2,28,3,2017-02-23T21:41:27,0,4000.0000,1,0,0,2000-01-01T00:00:00,本科
0,0,10,,0,AA,0,0,0,0,2460.0000,江苏食品药品职业技术学院,41658791,2017-04-09T11:24:51.917,0,1,2017-04-09T11:12:40.767,pdu2288667328,19天23时33分,0,普通,0,10,0,1,25,3,2017-02-07T00:06:34,0,3000.0000,1,0,0,2000-01-01T00:00:00,专科
0,0,8,,0,AA,0,0,0,0,1110.0000,广东工业大学华立学院,41659471,2017-04-09T11:25:40.893,0,1,2017-04-09T11:21:41.837,pdu4206317168,19天23时38分,0,普通,0,10,0,1,25,3,2016-11-15T08:46:23,0,1500.0000,1,0,0,2000-01-01T00:00:00,本科
0,0,49,,0,AA,0,0,0,0,1058.0000,,41652852,2017-04-09T11:26:18.85,0,0,2017-04-09T10:33:36.44,pdu1135344626,19天22时52分,0,,0,10,0,1,30,3,2017-04-08T20:20:18,0,5500.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,4830.0000,,41658552,2017-04-09T11:25:07.607,0,0,2017-04-09T11:12:29.203,pdu8446640723,19天23时31分,0,,0,10,0,1,40,3,2017-03-24T10:18:32,0,5500.0000,1,0,0,2000-01-01T00:00:00,
0,0,22,,0,AA,0,0,0,0,3450.0000,,41653916,2017-04-09T11:24:31.947,0,0,2017-04-09T10:42:26.2,mianmian1989,19天22时59分,0,,0,10,1,1,28,3,2014-09-23T16:43:56,0,5000.0000,1,0,0,2000-01-01T00:00:00,
0,0,13,,0,AA,0,0,0,0,4681.0000,,41657523,2017-04-09T11:25:03.097,0,0,2017-04-09T11:01:36.99,pdu3387423766,19天23时23分,0,,0,10,0,2,37,3,2017-03-02T02:05:51,0,5500.0000,1,0,0,2000-01-01T00:00:00,
0,0,11,2017-04-08T20:23:38,750.0000,AA,0,0,1,0,3830.0000,,41658040,2017-04-09T11:25:03.817,1,0,2017-04-09T11:12:09.19,pdu3673215073,19天23时27分,0,,750.0000,10,0,1,19,3,2017-01-17T18:03:44,0,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,4210.0000,,41660708,2017-04-09T11:25:18.943,0,0,2017-04-09T11:22:20.67,pdu8318688181,19天23时45分,0,,0,10,0,1,22,3,2016-09-11T00:17:57,0,4500.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,1430.0000,,41655583,2017-04-09T11:24:37.73,0,0,2017-04-09T11:11:52.757,pdu7484110414,19天23时11分,0,,0,10,0,1,29,3,2017-04-09T09:39:52,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,12,,0,AA,0,0,0,0,2890.0000,,41657082,2017-04-09T11:24:38.433,0,0,2017-04-09T11:01:06.273,pdu0314422235,19天23时20分,0,,0,10,0,2,33,3,2017-04-08T13:39:15,0,4000.0000,1,0,0,2000-01-01T00:00:00,
0,0,13,,0,AA,0,0,0,0,1188.0000,,41655625,2017-04-09T11:26:31.713,0,0,2017-04-09T11:11:53.677,pdu7815340365,19天23时11分,0,,0,10,0,2,22,3,2017-04-08T15:17:28,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,2017-03-26T08:31:57.623,2000.0000,AA,0,0,3,0,3210.0000,,41659308,2017-04-09T11:25:17.71,5,0,2017-04-09T11:21:36.557,chen131100,19天23时37分,0,,2000.0000,10,0,1,33,3,2014-10-20T07:42:38,0,3500.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,1,0,0,0,2860.0000,,41660183,2017-04-09T11:25:41.95,0,0,2017-04-09T11:23:41.01,pdu7255045225,19天23时41分,0,,0,10,0,1,22,3,2016-12-18T15:49:46,0,3300.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,2580.0000,,41659792,2017-04-09T11:25:04.63,0,0,2017-04-09T11:21:52.427,pdu6225612031,19天23时39分,0,,0,10,0,1,28,3,2017-04-08T18:00:20,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,2710.0000,,41659805,2017-04-09T11:25:11.077,0,0,2017-04-09T11:21:53.347,pdu3037884063,19天23时39分,0,,0,10,1,1,34,3,2016-07-17T08:27:35,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,2330.0000,,41660373,2017-04-09T11:25:01.22,0,0,2017-04-09T11:22:02.45,pdu3475770052,19天23时43分,0,,0,10,0,1,21,3,2017-03-29T22:23:34,0,2750.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,2710.0000,,41660824,2017-04-09T11:25:11.803,0,0,2017-04-09T11:22:21.377,pdu2367814228,19天23时46分,0,,0,10,0,2,24,3,2017-04-09T10:57:32,0,3000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,2210.0000,,41660163,2017-04-09T11:25:09.323,0,0,2017-04-09T11:22:06.663,pdu2160260603,19天23时41分,0,,0,10,0,1,30,3,2017-04-06T18:28:47,0,2500.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,1530.0000,,41658278,2017-04-09T11:24:46.19,0,0,2017-04-09T11:12:15.66,pdu6275565127,19天23时29分,0,,0,10,0,1,45,3,2017-03-29T13:08:26,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,1530.0000,,41658094,2017-04-09T11:24:46.997,0,0,2017-04-09T11:12:10.493,pdu7515772742,19天23时28分,0,,0,10,1,1,25,3,2016-02-04T12:40:41,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1810.0000,,41659769,2017-04-09T11:25:05.363,0,0,2017-04-09T11:21:43.87,pdu6373304788,19天23时39分,0,,0,10,0,1,42,3,2017-04-09T10:48:42,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,1530.0000,,41658425,2017-04-09T11:24:47.803,0,0,2017-04-09T11:12:20.28,pdu6554518501,19天23时30分,0,,0,10,0,1,36,3,2017-04-09T10:45:52,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,9,,0,AA,0,0,0,0,1530.0000,,41658468,2017-04-09T11:24:48.653,0,0,2017-04-09T11:12:30.04,pdu7661061153,19天23时30分,0,,0,10,0,1,23,3,2016-07-08T00:08:07,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1810.0000,,41660123,2017-04-09T11:25:06.01,0,0,2017-04-09T11:22:07.487,pdu8530887645,19天23时41分,0,,0,10,1,1,44,3,2016-11-07T09:51:10,0,2100.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1460.0000,,41659784,2017-04-09T11:24:53.48,0,0,2017-04-09T11:21:44.683,pdu4515364263,19天23时39分,0,,0,10,0,1,19,3,2017-04-09T10:52:16,0,1750.0000,1,0,0,2000-01-01T00:00:00,
0,0,12,,0,AA,0,0,0,0,1056.0000,,41658537,2017-04-09T11:26:35.383,0,0,2017-04-09T11:10:30.183,pdu8783380858,19天23时31分,0,,0,10,0,2,29,3,2017-04-09T10:36:59,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,1770.0000,,41659151,2017-04-09T11:24:54.793,0,0,2017-04-09T11:12:57.893,pdu1447137728,19天23时35分,0,,0,10,1,1,28,3,2015-12-22T13:45:48,0,2110.0000,1,0,0,2000-01-01T00:00:00,
0,0,7,,0,AA,0,0,0,0,1580.0000,,41661025,2017-04-09T11:24:50.087,0,0,2017-04-09T11:22:31.36,pdu0720181405,19天23时48分,0,,0,10,0,1,22,3,2017-04-09T10:51:30,0,2000.0000,1,0,0,2000-01-01T00:00:00,
0,0,8,,0,AA,0,0,0,0,410.0000,,41659149,2017-04-09T11:26:31.583,0,0,2017-04-09T11:21:37.31,pdu4510047222,19天23时35分,0,,0,10,2,1,22,3,2016-06-04T10:24:32,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,8,2017-03-09T23:30:01.967,1300.0000,AA,0,0,1,0,890.0000,,41660079,2017-04-09T11:24:36.25,1,0,2017-04-09T11:21:54.237,pdu61707733,19天23时41分,0,,1300.0000,10,0,1,21,3,2015-08-15T00:30:34,0,1300.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1210.0000,,41660669,2017-04-09T11:24:50.903,0,0,2017-04-09T11:22:22.933,rong1227848,19天23时45分,0,,0,10,0,1,31,3,2015-04-03T00:23:01,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,710.0000,,41659776,2017-04-09T11:24:40.32,0,0,2017-04-09T11:21:46.523,pdu5411157148,19天23时39分,0,,0,10,0,1,30,3,2016-08-19T11:15:05,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,710.0000,,41659904,2017-04-09T11:24:41,0,0,2017-04-09T11:21:55.423,pdu8068275762,19天23时40分,0,,0,10,0,1,27,3,2016-07-16T09:27:18,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,710.0000,,41660028,2017-04-09T11:24:42.547,0,0,2017-04-09T11:21:56.2,pdu8116083511,19天23时40分,0,,0,10,0,2,29,3,2017-01-16T09:57:41,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,14,,0,AA,0,0,0,0,570.0000,,41659023,2017-04-09T11:26:41.477,0,0,2017-04-09T11:10:31.11,pdu7263427452,19天23时34分,0,,0,10,0,1,30,3,2017-04-08T18:46:09,0,1500.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,710.0000,,41660109,2017-04-09T11:24:43.25,0,0,2017-04-09T11:21:57.36,pdu6238266812,19天23时41分,0,,0,10,0,1,34,3,2017-04-09T10:46:56,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,710.0000,,41660353,2017-04-09T11:24:43.97,0,0,2017-04-09T11:22:08.32,pdu6002240073,19天23时43分,0,,0,10,0,1,29,3,2017-04-09T10:28:27,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,710.0000,,41660613,2017-04-09T11:24:44.807,0,0,2017-04-09T11:22:23.717,pdu4588615156,19天23时44分,0,,0,10,0,1,34,3,2017-04-09T10:48:21,0,1000.0000,1,0,0,2000-01-01T00:00:00,
0,0,49,,0,B,0,0,0,0,1510.0000,常熟理工学院,41660591,2017-04-09T11:26:41.887,0,1,2017-04-09T11:22:15.82,pdu0653222225,19天23时44分,0,成人,0,18,1,2,29,12,2015-12-08T22:04:43,0,7000.0000,1,0,0,2000-01-01T00:00:00,专科
0,0,6,,0,AA,0,0,0,0,1510.0000,,41659633,2017-04-09T11:25:00.257,0,0,2017-04-09T11:21:49.15,pdu5648466683,19天23时39分,0,,0,10,1,1,34,3,2015-12-08T14:02:04,0,1800.0000,1,0,0,2000-01-01T00:00:00,
0,0,6,,0,AA,0,0,0,0,1810.0000,,41660831,2017-04-09T11:25:06.83,0,0,2017-04-09T11:22:26.76,pdu7125600738,19天23时46分,0,,0,10,1,1,37,3,2016-01-09T12:58:44,0,2100.0000,1,0,0,2000-01-01T00:00:00,
